,id,label
181,256623,agree
182,256624,unrelated
183,256625,unrelated
184,256626,unrelated
185,256627,unrelated
186,256628,unrelated
187,256629,unrelated
188,256630,agree
189,256631,unrelated
190,256632,unrelated
191,256633,unrelated
192,256634,unrelated
193,256635,unrelated
194,256636,agree
195,256637,unrelated
196,256638,unrelated
197,256639,agree
198,256640,agree
199,256641,unrelated
200,256642,unrelated
201,256643,unrelated
202,256644,unrelated
203,256645,unrelated
204,256646,unrelated
205,256647,unrelated
206,256648,unrelated
207,256649,agree
208,256650,unrelated
209,256651,agree
210,256652,agree
211,256653,unrelated
212,256654,unrelated
213,256655,agree
214,256656,unrelated
215,256657,agree
216,256658,unrelated
217,256659,agree
218,256660,agree
219,256661,unrelated
220,256662,unrelated
221,256663,agree
222,256664,unrelated
223,256665,unrelated
224,256666,unrelated
225,256667,unrelated
226,256668,unrelated
227,256669,unrelated
228,256670,agree
229,256671,unrelated
230,256672,unrelated
231,256673,unrelated
232,256674,unrelated
233,256675,unrelated
234,256676,agree
235,256677,unrelated
236,256678,unrelated
237,256679,unrelated
238,256680,unrelated
239,256681,unrelated
240,256682,unrelated
241,256683,unrelated
242,256684,unrelated
243,256685,agree
244,256686,unrelated
245,256687,unrelated
246,256688,agree
247,256689,unrelated
248,256690,unrelated
249,256691,unrelated
250,256692,unrelated
251,256693,unrelated
252,256694,unrelated
253,256695,unrelated
254,256696,agree
255,256697,unrelated
256,256698,unrelated
257,256699,unrelated
258,256700,agree
259,256701,unrelated
260,256702,agree
261,256703,agree
262,256704,agree
263,256705,agree
264,256706,unrelated
265,256707,agree
266,256708,agree
267,256709,unrelated
268,256710,unrelated
269,256711,unrelated
270,256712,unrelated
271,256713,agree
272,256714,unrelated
273,256715,unrelated
274,256716,agree
275,256717,unrelated
276,256718,unrelated
277,256719,unrelated
278,256720,unrelated
279,256721,agree
280,256722,unrelated
281,256723,agree
282,256724,agree
283,256725,unrelated
284,256726,unrelated
285,256727,unrelated
286,256728,unrelated
287,256729,agree
288,256730,unrelated
289,256731,agree
290,256732,unrelated
291,256733,unrelated
292,256734,unrelated
293,256735,unrelated
294,256736,unrelated
295,256737,agree
296,256738,unrelated
297,256739,unrelated
298,256740,unrelated
299,256741,unrelated
300,256742,agree
301,256743,unrelated
302,256744,agree
303,256745,unrelated
304,256746,agree
305,256747,unrelated
306,256748,unrelated
307,256749,unrelated
308,256750,agree
309,256751,agree
310,256752,agree
311,256753,agree
312,256754,unrelated
313,256755,agree
314,256756,unrelated
315,256757,unrelated
316,256758,agree
317,256759,agree
318,256760,unrelated
319,256761,unrelated
320,256762,unrelated
321,256763,unrelated
322,256764,agree
323,256765,agree
324,256766,unrelated
325,256767,unrelated
326,256768,agree
327,256769,agree
328,256770,agree
329,256771,unrelated
330,256772,unrelated
331,256773,unrelated
332,256774,unrelated
333,256775,unrelated
334,256776,unrelated
335,256777,unrelated
336,256778,agree
337,256779,unrelated
338,256780,unrelated
339,256781,unrelated
340,256782,unrelated
341,256783,unrelated
342,256784,unrelated
343,256785,unrelated
344,256786,unrelated
345,256787,unrelated
346,256788,agree
347,256789,unrelated
348,256790,unrelated
349,256791,unrelated
350,256792,agree
351,256793,unrelated
352,256794,agree
353,256795,unrelated
354,256796,unrelated
355,256797,unrelated
356,256798,agree
357,256799,unrelated
358,256800,unrelated
359,256801,agree
360,256802,unrelated
361,256803,unrelated
362,256804,agree
363,256805,unrelated
364,256806,unrelated
365,256807,unrelated
366,256808,unrelated
367,256809,unrelated
368,256810,agree
369,256811,unrelated
370,256812,agree
371,256813,unrelated
372,256814,unrelated
373,256815,unrelated
374,256816,unrelated
375,256817,agree
376,256818,unrelated
377,256819,unrelated
378,256820,agree
379,256821,agree
380,256822,agree
381,256823,unrelated
382,256824,disagree
383,256825,agree
384,256826,unrelated
385,256827,unrelated
386,256828,unrelated
387,256829,agree
388,256830,agree
389,256831,unrelated
390,256832,agree
391,256833,unrelated
392,256834,unrelated
393,256835,agree
394,256836,agree
395,256837,unrelated
396,256838,unrelated
397,256839,unrelated
398,256840,agree
399,256841,unrelated
400,256842,unrelated
401,256843,disagree
402,256844,unrelated
403,256845,unrelated
404,256846,unrelated
405,256847,agree
406,256848,unrelated
407,256849,unrelated
408,256850,agree
409,256851,unrelated
410,256852,agree
411,256853,unrelated
412,256854,unrelated
413,256855,unrelated
414,256856,unrelated
415,256857,unrelated
416,256858,agree
417,256859,agree
418,256860,unrelated
419,256861,unrelated
420,256862,unrelated
421,256863,unrelated
422,256864,unrelated
423,256865,agree
424,256866,unrelated
425,256867,unrelated
426,256868,unrelated
427,256869,unrelated
428,256870,unrelated
429,256871,unrelated
430,256872,unrelated
431,256873,agree
432,256874,unrelated
433,256875,unrelated
434,256876,unrelated
435,256877,unrelated
436,256878,agree
437,256879,agree
438,256880,unrelated
439,256881,unrelated
440,256882,agree
441,256883,unrelated
442,256884,unrelated
443,256885,unrelated
444,256886,disagree
445,256887,unrelated
446,256888,agree
447,256889,unrelated
448,256890,agree
449,256891,unrelated
450,256892,unrelated
451,256893,agree
452,256894,unrelated
453,256895,unrelated
454,256896,unrelated
455,256897,agree
456,256898,unrelated
457,256899,unrelated
458,256900,agree
459,256901,unrelated
460,256902,unrelated
461,256903,unrelated
462,256904,agree
463,256905,agree
464,256906,unrelated
465,256907,agree
466,256908,unrelated
467,256909,unrelated
468,256910,unrelated
469,256911,agree
470,256912,unrelated
471,256913,unrelated
472,256914,unrelated
473,256915,unrelated
474,256916,unrelated
475,256917,agree
476,256918,unrelated
477,256919,unrelated
478,256920,agree
479,256921,unrelated
480,256922,unrelated
481,256923,unrelated
482,256924,unrelated
483,256925,unrelated
484,256926,unrelated
485,256927,agree
486,256928,unrelated
487,256929,unrelated
488,256930,unrelated
489,256931,unrelated
490,256932,unrelated
491,256933,unrelated
492,256934,unrelated
493,256935,agree
494,256936,unrelated
495,256937,unrelated
496,256938,unrelated
497,256939,unrelated
498,256940,agree
499,256941,unrelated
500,256942,unrelated
501,256943,unrelated
502,256944,agree
503,256945,unrelated
504,256946,unrelated
505,256947,agree
506,256948,unrelated
507,256949,unrelated
508,256950,unrelated
509,256951,agree
510,256952,unrelated
511,256953,unrelated
512,256954,agree
513,256955,agree
514,256956,unrelated
515,256957,unrelated
516,256958,unrelated
517,256959,unrelated
518,256960,agree
519,256961,agree
520,256962,unrelated
521,256963,agree
522,256964,unrelated
523,256965,unrelated
524,256966,unrelated
525,256967,unrelated
526,256968,unrelated
527,256969,unrelated
528,256970,agree
529,256971,unrelated
530,256972,unrelated
531,256973,agree
532,256974,agree
533,256975,agree
534,256976,unrelated
535,256977,unrelated
536,256978,unrelated
537,256979,agree
538,256980,unrelated
539,256981,unrelated
540,256982,unrelated
541,256983,unrelated
542,256984,agree
543,256985,agree
544,256986,agree
545,256987,unrelated
546,256988,unrelated
547,256989,unrelated
548,256990,agree
549,256991,unrelated
550,256992,unrelated
551,256993,agree
552,256994,unrelated
553,256995,unrelated
554,256996,unrelated
555,256997,unrelated
556,256998,unrelated
557,256999,unrelated
558,257000,unrelated
559,257001,unrelated
560,257002,agree
561,257003,unrelated
562,257004,unrelated
563,257005,agree
564,257006,unrelated
565,257007,agree
566,257008,unrelated
567,257009,unrelated
568,257010,unrelated
569,257011,unrelated
570,257012,unrelated
571,257013,unrelated
572,257014,unrelated
573,257015,unrelated
574,257016,unrelated
575,257017,agree
576,257018,agree
577,257019,agree
578,257020,unrelated
579,257021,unrelated
580,257022,agree
581,257023,agree
582,257024,unrelated
583,257025,unrelated
584,257026,unrelated
585,257027,unrelated
586,257028,agree
587,257029,unrelated
588,257030,unrelated
589,257031,agree
590,257032,unrelated
591,257033,agree
592,257034,unrelated
593,257035,unrelated
594,257036,unrelated
595,257037,agree
596,257038,unrelated
597,257039,unrelated
598,257040,unrelated
599,257041,unrelated
600,257042,unrelated
601,257043,unrelated
602,257044,agree
603,257045,unrelated
604,257046,unrelated
605,257047,agree
606,257048,unrelated
607,257049,unrelated
608,257050,unrelated
609,257051,unrelated
610,257052,agree
611,257053,unrelated
612,257054,unrelated
613,257055,unrelated
614,257056,unrelated
615,257057,unrelated
616,257058,unrelated
617,257059,unrelated
618,257060,unrelated
619,257061,unrelated
620,257062,agree
621,257063,unrelated
622,257064,unrelated
623,257065,unrelated
624,257066,unrelated
625,257067,unrelated
626,257068,unrelated
627,257069,unrelated
628,257070,unrelated
629,257071,agree
630,257072,agree
631,257073,unrelated
632,257074,agree
633,257075,agree
634,257076,unrelated
635,257077,agree
636,257078,unrelated
637,257079,agree
638,257080,agree
639,257081,unrelated
640,257082,unrelated
641,257083,agree
642,257084,unrelated
643,257085,unrelated
644,257086,agree
645,257087,unrelated
646,257088,unrelated
647,257089,unrelated
648,257090,unrelated
649,257091,unrelated
650,257092,unrelated
651,257093,agree
652,257094,unrelated
653,257095,agree
654,257096,agree
655,257097,agree
656,257098,unrelated
657,257099,unrelated
658,257100,unrelated
659,257101,unrelated
660,257102,unrelated
661,257103,agree
662,257104,unrelated
663,257105,unrelated
664,257106,agree
665,257107,unrelated
666,257108,unrelated
667,257109,agree
668,257110,agree
669,257111,unrelated
670,257112,unrelated
671,257113,unrelated
672,257114,agree
673,257115,agree
674,257116,unrelated
675,257117,unrelated
676,257118,unrelated
677,257119,unrelated
678,257120,unrelated
679,257121,unrelated
680,257122,agree
681,257123,agree
682,257124,unrelated
683,257125,unrelated
684,257126,unrelated
685,257127,unrelated
686,257128,unrelated
687,257129,agree
688,257130,agree
689,257131,unrelated
690,257132,agree
691,257133,unrelated
692,257134,unrelated
693,257135,unrelated
694,257136,unrelated
695,257137,unrelated
696,257138,agree
697,257139,unrelated
698,257140,unrelated
699,257141,unrelated
700,257142,unrelated
701,257143,unrelated
702,257144,unrelated
703,257145,unrelated
704,257146,unrelated
705,257147,unrelated
706,257148,agree
707,257149,disagree
708,257150,unrelated
709,257151,agree
710,257152,unrelated
711,257153,unrelated
712,257154,agree
713,257155,unrelated
714,257156,unrelated
715,257157,unrelated
716,257158,unrelated
717,257159,unrelated
718,257160,unrelated
719,257161,unrelated
720,257162,unrelated
721,257163,unrelated
722,257164,unrelated
723,257165,unrelated
724,257166,unrelated
725,257167,unrelated
726,257168,unrelated
727,257169,agree
728,257170,unrelated
729,257171,unrelated
730,257172,unrelated
731,257173,unrelated
732,257174,unrelated
733,257175,unrelated
734,257176,unrelated
735,257177,unrelated
736,257178,unrelated
737,257179,unrelated
738,257180,unrelated
739,257181,unrelated
740,257182,unrelated
741,257183,unrelated
742,257184,unrelated
743,257185,agree
744,257186,unrelated
745,257187,agree
746,257188,unrelated
747,257189,agree
748,257190,unrelated
749,257191,unrelated
750,257192,unrelated
751,257193,unrelated
752,257194,unrelated
753,257195,agree
754,257196,unrelated
755,257197,unrelated
756,257198,agree
757,257199,unrelated
758,257200,unrelated
759,257201,agree
760,257202,agree
761,257203,unrelated
762,257204,agree
763,257205,unrelated
764,257206,unrelated
765,257207,unrelated
766,257208,unrelated
767,257209,unrelated
768,257210,agree
769,257211,unrelated
770,257212,unrelated
771,257213,unrelated
772,257214,unrelated
773,257215,agree
774,257216,unrelated
775,257217,agree
776,257218,agree
777,257219,agree
778,257220,agree
779,257221,unrelated
780,257222,unrelated
781,257223,unrelated
782,257224,unrelated
783,257225,unrelated
784,257226,unrelated
785,257227,unrelated
786,257228,unrelated
787,257229,unrelated
788,257230,unrelated
789,257231,unrelated
790,257232,agree
791,257233,agree
792,257234,agree
793,257235,unrelated
794,257236,agree
795,257237,agree
796,257238,unrelated
797,257239,agree
798,257240,unrelated
799,257241,unrelated
800,257242,agree
801,257243,unrelated
802,257244,unrelated
803,257245,agree
804,257246,unrelated
805,257247,unrelated
806,257248,agree
807,257249,unrelated
808,257250,agree
809,257251,unrelated
810,257252,agree
811,257253,unrelated
812,257254,agree
813,257255,agree
814,257256,unrelated
815,257257,agree
816,257258,unrelated
817,257259,agree
818,257260,unrelated
819,257261,unrelated
820,257262,unrelated
821,257263,unrelated
822,257264,unrelated
823,257265,agree
824,257266,unrelated
825,257267,agree
826,257268,unrelated
827,257269,unrelated
828,257270,agree
829,257271,unrelated
830,257272,agree
831,257273,unrelated
832,257274,agree
833,257275,agree
834,257276,unrelated
835,257277,agree
836,257278,unrelated
837,257279,unrelated
838,257280,unrelated
839,257281,agree
840,257282,agree
841,257283,unrelated
842,257284,unrelated
843,257285,unrelated
844,257286,unrelated
845,257287,unrelated
846,257288,agree
847,257289,unrelated
848,257290,agree
849,257291,agree
850,257292,agree
851,257293,agree
852,257294,unrelated
853,257295,agree
854,257296,disagree
855,257297,unrelated
856,257298,agree
857,257299,unrelated
858,257300,unrelated
859,257301,unrelated
860,257302,unrelated
861,257303,agree
862,257304,unrelated
863,257305,agree
864,257306,agree
865,257307,agree
866,257308,unrelated
867,257309,unrelated
868,257310,unrelated
869,257311,unrelated
870,257312,unrelated
871,257313,agree
872,257314,unrelated
873,257315,agree
874,257316,unrelated
875,257317,unrelated
876,257318,agree
877,257319,unrelated
878,257320,agree
879,257321,unrelated
880,257322,unrelated
881,257323,unrelated
882,257324,agree
883,257325,agree
884,257326,unrelated
885,257327,unrelated
886,257328,unrelated
887,257329,unrelated
888,257330,unrelated
889,257331,unrelated
890,257332,unrelated
891,257333,unrelated
892,257334,unrelated
893,257335,agree
894,257336,agree
895,257337,agree
896,257338,unrelated
897,257339,unrelated
898,257340,unrelated
899,257341,agree
900,257342,agree
901,257343,unrelated
902,257344,unrelated
903,257345,agree
904,257346,unrelated
905,257347,agree
906,257348,agree
907,257349,agree
908,257350,agree
909,257351,disagree
910,257352,unrelated
911,257353,unrelated
912,257354,unrelated
913,257355,unrelated
914,257356,unrelated
915,257357,unrelated
916,257358,unrelated
917,257359,unrelated
918,257360,unrelated
919,257361,agree
920,257362,unrelated
921,257363,unrelated
922,257364,unrelated
923,257365,unrelated
924,257366,unrelated
925,257367,agree
926,257368,unrelated
927,257369,unrelated
928,257370,unrelated
929,257371,unrelated
930,257372,unrelated
931,257373,unrelated
932,257374,agree
933,257375,unrelated
934,257376,unrelated
935,257377,unrelated
936,257378,unrelated
937,257379,unrelated
938,257380,agree
939,257381,unrelated
940,257382,unrelated
941,257383,unrelated
942,257384,unrelated
943,257385,agree
944,257386,unrelated
945,257387,agree
946,257388,unrelated
947,257389,agree
948,257390,unrelated
949,257391,agree
950,257392,agree
951,257393,unrelated
952,257394,agree
953,257395,unrelated
954,257396,unrelated
955,257397,unrelated
956,257398,unrelated
957,257399,unrelated
958,257400,unrelated
959,257401,unrelated
960,257402,agree
961,257403,unrelated
962,257404,unrelated
963,257405,unrelated
964,257406,agree
965,257407,unrelated
966,257408,unrelated
967,257409,unrelated
968,257410,unrelated
969,257411,unrelated
970,257412,unrelated
971,257413,unrelated
972,257414,agree
973,257415,unrelated
974,257416,agree
975,257417,agree
976,257418,agree
977,257419,unrelated
978,257420,unrelated
979,257421,unrelated
980,257422,unrelated
981,257423,unrelated
982,257424,unrelated
983,257425,unrelated
984,257426,unrelated
985,257427,unrelated
986,257428,unrelated
987,257429,unrelated
988,257430,unrelated
989,257431,unrelated
990,257432,unrelated
991,257433,unrelated
992,257434,unrelated
993,257435,agree
994,257436,unrelated
995,257437,unrelated
996,257438,unrelated
997,257439,unrelated
998,257440,unrelated
999,257441,unrelated
1000,257442,unrelated
1001,257443,unrelated
1002,257444,unrelated
1003,257445,unrelated
1004,257446,unrelated
1005,257447,unrelated
1006,257448,agree
1007,257449,unrelated
1008,257450,agree
1009,257451,unrelated
1010,257452,unrelated
1011,257453,agree
1012,257454,agree
1013,257455,unrelated
1014,257456,unrelated
1015,257457,agree
1016,257458,agree
1017,257459,unrelated
1018,257460,agree
1019,257461,unrelated
1020,257462,unrelated
1021,257463,unrelated
1022,257464,unrelated
1023,257465,unrelated
1024,257466,agree
1025,257467,agree
1026,257468,unrelated
1027,257469,unrelated
1028,257470,unrelated
1029,257471,unrelated
1030,257472,agree
1031,257473,unrelated
1032,257474,agree
1033,257475,agree
1034,257476,agree
1035,257477,agree
1036,257478,unrelated
1037,257479,unrelated
1038,257480,unrelated
1039,257481,agree
1040,257482,unrelated
1041,257483,unrelated
1042,257484,unrelated
1043,257485,agree
1044,257486,unrelated
1045,257487,agree
1046,257488,agree
1047,257489,unrelated
1048,257490,unrelated
1049,257491,unrelated
1050,257492,agree
1051,257493,unrelated
1052,257494,unrelated
1053,257495,unrelated
1054,257496,unrelated
1055,257497,disagree
1056,257498,unrelated
1057,257499,unrelated
1058,257500,agree
1059,257501,unrelated
1060,257502,unrelated
1061,257503,unrelated
1062,257504,unrelated
1063,257505,unrelated
1064,257506,agree
1065,257507,unrelated
1066,257508,unrelated
1067,257509,agree
1068,257510,unrelated
1069,257511,unrelated
1070,257512,disagree
1071,257513,unrelated
1072,257514,unrelated
1073,257515,agree
1074,257516,unrelated
1075,257517,unrelated
1076,257518,agree
1077,257519,unrelated
1078,257520,unrelated
1079,257521,agree
1080,257522,unrelated
1081,257523,unrelated
1082,257524,agree
1083,257525,agree
1084,257526,agree
1085,257527,unrelated
1086,257528,unrelated
1087,257529,agree
1088,257530,agree
1089,257531,unrelated
1090,257532,unrelated
1091,257533,agree
1092,257534,unrelated
1093,257535,unrelated
1094,257536,unrelated
1095,257537,unrelated
1096,257538,unrelated
1097,257539,unrelated
1098,257540,agree
1099,257541,agree
1100,257542,unrelated
1101,257543,agree
1102,257544,unrelated
1103,257545,unrelated
1104,257546,unrelated
1105,257547,unrelated
1106,257548,agree
1107,257549,unrelated
1108,257550,unrelated
1109,257551,unrelated
1110,257552,agree
1111,257553,unrelated
1112,257554,agree
1113,257555,unrelated
1114,257556,unrelated
1115,257557,unrelated
1116,257558,unrelated
1117,257559,unrelated
1118,257560,unrelated
1119,257561,unrelated
1120,257562,agree
1121,257563,agree
1122,257564,agree
1123,257565,agree
1124,257566,unrelated
1125,257567,unrelated
1126,257568,unrelated
1127,257569,unrelated
1128,257570,unrelated
1129,257571,unrelated
1130,257572,unrelated
1131,257573,agree
1132,257574,unrelated
1133,257575,agree
1134,257576,agree
1135,257577,unrelated
1136,257578,unrelated
1137,257579,unrelated
1138,257580,unrelated
1139,257581,unrelated
1140,257582,agree
1141,257583,unrelated
1142,257584,unrelated
1143,257585,agree
1144,257586,unrelated
1145,257587,unrelated
1146,257588,unrelated
1147,257589,unrelated
1148,257590,agree
1149,257591,unrelated
1150,257592,unrelated
1151,257593,unrelated
1152,257594,unrelated
1153,257595,unrelated
1154,257596,agree
1155,257597,unrelated
1156,257598,unrelated
1157,257599,unrelated
1158,257600,unrelated
1159,257601,agree
1160,257602,unrelated
1161,257603,agree
1162,257604,unrelated
1163,257605,unrelated
1164,257606,agree
1165,257607,unrelated
1166,257608,unrelated
1167,257609,agree
1168,257610,unrelated
1169,257611,unrelated
1170,257612,unrelated
1171,257613,unrelated
1172,257614,agree
1173,257615,unrelated
1174,257616,agree
1175,257617,agree
1176,257618,agree
1177,257619,agree
1178,257620,agree
1179,257621,unrelated
1180,257622,agree
1181,257623,agree
1182,257624,unrelated
1183,257625,unrelated
1184,257626,agree
1185,257627,unrelated
1186,257628,unrelated
1187,257629,unrelated
1188,257630,unrelated
1189,257631,unrelated
1190,257632,unrelated
1191,257633,agree
1192,257634,unrelated
1193,257635,unrelated
1194,257636,unrelated
1195,257637,unrelated
1196,257638,agree
1197,257639,unrelated
1198,257640,agree
1199,257641,unrelated
1200,257642,agree
1201,257643,agree
1202,257644,unrelated
1203,257645,unrelated
1204,257646,unrelated
1205,257647,agree
1206,257648,unrelated
1207,257649,unrelated
1208,257650,unrelated
1209,257651,unrelated
1210,257652,agree
1211,257653,agree
1212,257654,unrelated
1213,257655,unrelated
1214,257656,unrelated
1215,257657,agree
1216,257658,agree
1217,257659,unrelated
1218,257660,unrelated
1219,257661,unrelated
1220,257662,unrelated
1221,257663,unrelated
1222,257664,unrelated
1223,257665,unrelated
1224,257666,unrelated
1225,257667,unrelated
1226,257668,agree
1227,257669,unrelated
1228,257670,agree
1229,257671,unrelated
1230,257672,unrelated
1231,257673,agree
1232,257674,agree
1233,257675,unrelated
1234,257676,unrelated
1235,257677,agree
1236,257678,unrelated
1237,257679,agree
1238,257680,unrelated
1239,257681,unrelated
1240,257682,unrelated
1241,257683,unrelated
1242,257684,unrelated
1243,257685,agree
1244,257686,unrelated
1245,257687,unrelated
1246,257688,unrelated
1247,257689,unrelated
1248,257690,unrelated
1249,257691,unrelated
1250,257692,unrelated
1251,257693,agree
1252,257694,unrelated
1253,257695,agree
1254,257696,unrelated
1255,257697,unrelated
1256,257698,unrelated
1257,257699,unrelated
1258,257700,agree
1259,257701,agree
1260,257702,unrelated
1261,257703,agree
1262,257704,agree
1263,257705,agree
1264,257706,unrelated
1265,257707,agree
1266,257708,agree
1267,257709,unrelated
1268,257710,unrelated
1269,257711,unrelated
1270,257712,unrelated
1271,257713,agree
1272,257714,unrelated
1273,257715,agree
1274,257716,unrelated
1275,257717,unrelated
1276,257718,unrelated
1277,257719,unrelated
1278,257720,unrelated
1279,257721,agree
1280,257722,agree
1281,257723,unrelated
1282,257724,unrelated
1283,257725,agree
1284,257726,unrelated
1285,257727,unrelated
1286,257728,unrelated
1287,257729,unrelated
1288,257730,unrelated
1289,257731,unrelated
1290,257732,unrelated
1291,257733,agree
1292,257734,unrelated
1293,257735,unrelated
1294,257736,agree
1295,257737,unrelated
1296,257738,unrelated
1297,257739,unrelated
1298,257740,unrelated
1299,257741,unrelated
1300,257742,agree
1301,257743,unrelated
1302,257744,unrelated
1303,257745,agree
1304,257746,unrelated
1305,257747,unrelated
1306,257748,agree
1307,257749,unrelated
1308,257750,unrelated
1309,257751,unrelated
1310,257752,unrelated
1311,257753,unrelated
1312,257754,unrelated
1313,257755,unrelated
1314,257756,agree
1315,257757,unrelated
1316,257758,unrelated
1317,257759,unrelated
1318,257760,unrelated
1319,257761,unrelated
1320,257762,unrelated
1321,257763,unrelated
1322,257764,unrelated
1323,257765,unrelated
1324,257766,unrelated
1325,257767,unrelated
1326,257768,unrelated
1327,257769,unrelated
1328,257770,unrelated
1329,257771,unrelated
1330,257772,unrelated
1331,257773,agree
1332,257774,unrelated
1333,257775,agree
1334,257776,unrelated
1335,257777,unrelated
1336,257778,unrelated
1337,257779,unrelated
1338,257780,unrelated
1339,257781,agree
1340,257782,agree
1341,257783,agree
1342,257784,unrelated
1343,257785,unrelated
1344,257786,unrelated
1345,257787,unrelated
1346,257788,unrelated
1347,257789,unrelated
1348,257790,unrelated
1349,257791,unrelated
1350,257792,unrelated
1351,257793,unrelated
1352,257794,unrelated
1353,257795,agree
1354,257796,agree
1355,257797,unrelated
1356,257798,unrelated
1357,257799,unrelated
1358,257800,unrelated
1359,257801,unrelated
1360,257802,unrelated
1361,257803,unrelated
1362,257804,agree
1363,257805,agree
1364,257806,unrelated
1365,257807,unrelated
1366,257808,unrelated
1367,257809,unrelated
1368,257810,unrelated
1369,257811,unrelated
1370,257812,unrelated
1371,257813,unrelated
1372,257814,agree
1373,257815,agree
1374,257816,agree
1375,257817,unrelated
1376,257818,unrelated
1377,257819,unrelated
1378,257820,unrelated
1379,257821,unrelated
1380,257822,unrelated
1381,257823,unrelated
1382,257824,unrelated
1383,257825,unrelated
1384,257826,agree
1385,257827,unrelated
1386,257828,unrelated
1387,257829,unrelated
1388,257830,unrelated
1389,257831,unrelated
1390,257832,unrelated
1391,257833,unrelated
1392,257834,unrelated
1393,257835,unrelated
1394,257836,agree
1395,257837,unrelated
1396,257838,unrelated
1397,257839,unrelated
1398,257840,unrelated
1399,257841,agree
1400,257842,unrelated
1401,257843,unrelated
1402,257844,unrelated
1403,257845,unrelated
1404,257846,unrelated
1405,257847,unrelated
1406,257848,unrelated
1407,257849,agree
1408,257850,unrelated
1409,257851,agree
1410,257852,unrelated
1411,257853,unrelated
1412,257854,unrelated
1413,257855,unrelated
1414,257856,unrelated
1415,257857,unrelated
1416,257858,agree
1417,257859,unrelated
1418,257860,unrelated
1419,257861,unrelated
1420,257862,agree
1421,257863,unrelated
1422,257864,unrelated
1423,257865,agree
1424,257866,agree
1425,257867,unrelated
1426,257868,agree
1427,257869,unrelated
1428,257870,agree
1429,257871,unrelated
1430,257872,unrelated
1431,257873,unrelated
1432,257874,agree
1433,257875,unrelated
1434,257876,unrelated
1435,257877,unrelated
1436,257878,unrelated
1437,257879,unrelated
1438,257880,unrelated
